subj	rel	obj
camouflage	instrument	change color
plant adapt	structural-verb	adapt
consume food	structural-patient	food
fifth planet	structural-adjective	fifth
deer mouse	structural-noun-compound	mouse
zacatecas	structural-noun-compound	zacatecas
break down rock	structural-verb	break down
decrease	agent	tree number
wildfire	kind of	natural disaster
sound energy	kind of	energy
metamorphose	result	slate
line graph	structural-noun-compound	line
snowshoe hare	structural-noun-compound	hare
marsh willow herb	structural-noun-compound	herb
waning crescent	kind of	moon phase
daylight period	structural-noun-compound	period
igneous rock	structural-adjective	igneous
resist	patient	damage
same feature	structural-adjective	same
zhejiang	instance of	province
tree lifespan	structural-noun-compound	lifespan
poisonous animal	structural-noun	animal
visual thing	structural-noun-compound	visual
regular path	structural-noun	path
population decrease	result	animal disappear
change phase	agent	material
big altitude	structural-adjective	big
produce light	agent	star
move	patient	close
add salt	goal	solid
drier	synonym	less moisture
lizard eat insect	has negative impact on	insect
vertical distance	structural-noun	distance
celestial body	structural-noun	body
bear eat insect	structural-verb	eat
373k	kind of	kelvin
resident	kind of	person
weather event	structural-noun-compound	event
become	result	cold
amphibian	kind of	vertebrate
use	patient	renewable resource
computer control robot	structural-patient	robot
roller skate	kind of	vehicle
ross-shire	structural-noun-compound	ross
get	result	warm
carbon steel	structural-noun-compound	carbon
pollute	result	pollution
attach shark	structural-verb	attach
water meet land	structural-agent	water
late sunset	structural-adjective	late
moon appearance	structural-noun-compound	moon
asphalt	kind of	road surface
identify	synonym	discover
live birth	structural-adjective	live
sound wave	instance of	wave
defend	agent	sea anemone
coal	kind of	resource
banffshire	structural-noun-compound	banffshire
lay egg	agent	bird
compress decomposing algae	result	oil
large tree	structural-noun	tree
2800f	kind of	fahrenheit
sort	patient	type
qinghai	instance of	province
x axis	structural-noun-compound	axis
inherit	instrument	dna
testable hypothesis	structural-adjective	testable
get	result	increase
bermuda (uk)	structural-noun-compound	bermuda
process step	structural-noun-compound	step
water	has positive impact on	population
move	instrument	force
gloucestershire	instance of	county
cool	kind of	process
alexander graham bell	structural-noun-compound	alexander
berkshire	structural-noun-compound	berkshire
south georgia and the south sandwich islands (uk)	structural-noun-compound	uk
algae	kind of	organism
measure height	structural-patient	height
stay	patient	still
kirkcudbrightshire	structural-noun-compound	kirkcudbrightshire
prehistoric living thing become natural gas	instrument	heat energy
bring oxygen	structural-patient	oxygen
wood-free paper	structural-adjective	wood-free
many year	structural-quantifier	many
farm plant	agent	farmer
pluto	kind of	dwarf planet
campeche	structural-noun-compound	campeche
new jersey	structural-noun-compound	jersey
incandescent light bulb	structural-noun-compound	light
warm front	structural-noun	front
animal find shelter	structural-agent	animal
recycle plant	instrument	compost pile
cool gas	structural-verb	cool
animal disappear	structural-agent	animal
absorb	kind of	function
dessert	kind of	food
mouse	kind of	herbivore
electric device function	structural-verb	function
metamorphosed rock	structural-noun	rock
reflective surface	structural-noun	surface
get rid of	synonym	remove
survive	has positive impact on	compete
disperse seed	instrument	animal bury seed
inner mongolia autonomous region	structural-noun-compound	autonomous
construct	synonym	build
conduct	instrument	water
field	kind of	environment
taste	kind of	property
size increase	structural-verb	increase
test	patient	streak
replace natural resource	instrument	plant tree
fuel	kind of	energy source
degrees kelvin	structural-noun-compound	kelvin
conserve	patient	water
classify	synonym	group material
long ago	structural-adjective	long
incandescent light bulb	kind of	light bulb
flexible container expand	structural-agent	flexible container
warm	kind of	temperature
monarch butterfly	structural-noun-compound	butterfly
gansu	structural-noun-compound	gansu
guizhou	structural-noun-compound	guizhou
observe planet	instrument	telescope
sprout	agent	plant
avoid predator	instrument	hide
scaled animal	structural-adjective	scaled
deep water	structural-adjective	deep
feature	synonym	characteristic
meters	kind of	length
sunlight refract	structural-verb	refract
spray	goal	surface
test water	structural-patient	water
sea mammal	kind of	mammal
travel	agent	light
extinct animal	structural-adjective	extinct
topography	synonym	physical feature
destroy habitat	result	organism die
rust forming	structural-noun-compound	rust
august	kind of	month
32 kg	instance of	weight
river mouth	structural-noun-compound	mouth
component	synonym	part of
heat building	instrument	burn natural gas
create	patient	picture
eagle eat rabbit	structural-patient	rabbit
protect	patient	soil
sense	patient	light
show datum	structural-patient	datum
dwarf planet	structural-noun-compound	planet
feel heat	instrument	nerve
national park limit	structural-agent	national park
cook	instrument	stove
less	antonym	more
form	agent	something
moon reflect sunlight	structural-patient	sunlight
sunlight	kind of	solar energy
adaptation	synonym	adaptive feature
eagle eat fish	structural-agent	eagle
bad weather	structural-noun	weather
protect	instrument	safety goggle
cause	kind of	function
clothes	kind of	object
human eat crop	structural-patient	crop
planet orbit star	structural-agent	planet
absorb energy	structural-patient	energy
look in container	structural-patient	container
table	kind of	furniture
something form	structural-agent	something
necessary	synonym	require
curly hair	kind of	inherited characteristic
paper clip	structural-noun-compound	clip
consume	patient	food
safety measure	structural-noun-compound	safety
shelter	kind of	place
scrape	result	small object break off
unique seed	structural-noun	seed
kill	result	death
erode soil	instrument	water
equal force	structural-adjective	equal
fruit tree	structural-adjective	fruit
use	patient	tool
receive	synonym	get
rub material	source	streak plate
ability	has positive impact on	health
access small space	structural-verb	access
favorite	synonym	highest preference
carbon monoxide	has negative impact on	human
money	has positive impact on	happiness
earth's tilt	structural-noun-compound	earth's
reduce	patient	source
cut down tree	synonym	logging
protect	instrument	hard object
mineral	kind of	nutrient
build nest	agent	bird
separate liquid	structural-verb	separate
visual depiction	structural-noun	depiction
quick travel	has positive impact on	person
break down	result	small piece
harm	synonym	danger
complete metamorphosis	structural-adjective	complete
physical force	structural-adjective	physical
food preference	structural-noun-compound	preference
plant survive	instrument	water
bad health	structural-adjective	bad
kill	patient	insect
carbon steel	structural-noun-compound	steel
oxfordshire	structural-noun-compound	oxfordshire
jackrabbit	kind of	rabbit
onion	kind of	vegetable
sprout	source	seed
stopped	synonym	no speed
hot	instance of	temperature
wind	kind of	resource
bright	synonym	light color
liquid carry	structural-verb	carry
deep valley	structural-adjective	deep
erode	result	wide river
pollinating animal	structural-noun	animal
rust forming	kind of	chemical change
ice wedging	kind of	mechanical weathering
comet	kind of	celestial body
create diamond	structural-verb	create
earth year	structural-noun-compound	earth
tibet autonomous region	structural-noun-compound	region
hubei	structural-noun-compound	hubei
decrease	patient	freezing point
long	synonym	great length
move	instrument	potential energy
dead	antonym	alive
soft	antonym	hard
plant cell	structural-noun-compound	plant
camel hump	structural-noun-compound	camel
tuna eat fish	structural-verb	eat
capture animal	structural-patient	animal
use tool	structural-verb	use
form rust	structural-verb	form
environment color	structural-noun-compound	color
sky conditions	structural-noun	conditions
measure	patient	mass
grow	kind of	process
charles darwin study	patient	plant
prevent death	structural-verb	prevent
eagle eat lizard	has negative impact on	lizard
decrease visibility	structural-patient	visibility
bat	kind of	mammal
heal	instrument	nutrient
orbit	agent	earth
control insect	synonym	kill insect
swim	kind of	skill
bad habitat	structural-adjective	bad
conduction	kind of	process
plant tree	structural-verb	plant
submarine	kind of	object
single-cell organism	structural-adjective	single-cell
sediment	kind of	river deposit
crash	has negative impact on	car
remove	patient	tree
anemometer	kind of	instrument
less height	structural-adjective	less
louis pasteur create	structural-verb	create
create	agent	louis pasteur
consumer	agent	avoid
determine type	structural-verb	determine
test streak	structural-verb	test
