subj	rel	obj
keep healthy	structural-patient	healthy
moose	kind of	animal
harm eye	instrument	vinegar
be vehicle	kind of	function
lowering	derivational morphology	lower
arrow	has property	floating
lay egg	agent	adult female insect
wrap conductor	structural-patient	conductor
eyeglass lens	structural-noun-compound	lens
deep river	structural-adjective	deep
how many	synonym	quantity
thermal insulator	structural-noun-compound	thermal
fly	agent	animal
earthworm create	structural-agent	earthworm
century	kind of	unit
study	kind of	observe
life cycle	has subcomponent	egg
pollution standard	structural-noun-compound	pollution
d e	structural-noun	e
reflect light	result	protection
build nest	kind of	adaptation
tongue	has property	sticky
car engine run	result	move
ontario	at location	canada
land animal	has subcomponent	lung
number	has property	less
swim	at location	water
westmoreland	instance of	county
sodium chloride	structural-noun-compound	sodium
television set	kind of	electrical device
cellular respiration	synonym	cell respire
south orkney islands (antarctic treaty signatories)	structural-noun-compound	south
reptile	has property	body temperature
gene	has property	recessive
buteshire	structural-noun-compound	buteshire
hot	similar to	heat
natural event	structural-adjective	natural
animal species	has subcomponent	animal
produce seed	structural-verb	produce
prehistoric living thing become natural gas	structural-verb	become
body	has property	strength
amount	has property	least
highest preference	structural-noun	preference
pour water	structural-patient	water
body	has subcomponent	nose
cool object	structural-adjective	cool
least length	structural-adjective	least
guerrero	instance of	state
sound wave	structural-noun-compound	sound
washington	instance of	state
smoking	derivational morphology	smoke
sink	result	move down
small	instance of	size
pollinate	agent	bird
object	has property	cold
reduce	patient	heat energy
light bulb	causes	light energy
play	patient	instrument
appliance	similar to	technology
corn	kind of	crop
local organisms	structural-noun	organisms
use	instrument	useful object
octopus	has subcomponent	ink
eyes	derivational morphology	eye
farm	patient	crop
often	similar to	usual
electrical insulation	structural-noun-compound	insulation
be classified group	structural-patient	group
earth	has subcomponent	crust
sort type	structural-patient	type
merioneth	at location	wales
vatican city	at location	northern hemisphere
atom	has subcomponent	electron
building collapse	structural-verb	collapse
producer	at location	ecosystem
water cycle	has subcomponent	water evaporate
kilometers	synonym	km
measure distance	instrument	meter stick
higher	synonym	above amount
shelter	at location	ecosystem
short distance	structural-noun	distance
making	derivational morphology	make
light refract	result	rainbow
same latitude	structural-adjective	same
mixture	synonym	many material
read	instrument	see
organism	has property	multicellular
species	has property	population size
reading	derivational morphology	read
star move	at location	sky
acidic rainwater	structural-noun	rainwater
distance	has property	low
access	patient	small space
pull	patient	object
walrus	kind of	sea mammal
top soil layer	has subcomponent	many nutrient
object	has property	luster
trout	at location	lake
less moisture	structural-noun	moisture
bright color	structural-noun	color
sensation	has property	touch
make	patient	product
prevent	patient	flow
destruction	synonym	loss
small animal shelter	structural-verb	shelter
planet	kind of	celestial object
glass	kind of	object
depth	kind of	shape
living thing	has subcomponent	natural structure
electricity flow	structural-verb	flow
environment	synonym	area
chicken weight	synonym	2 kg
change mass	structural-patient	mass
acid rain	structural-noun-compound	rain
sunglasses	at location	eye
somalia	at location	equator
winter	has property	cold
same charge	structural-noun	charge
loose soil	structural-noun	soil
play	agent	human
slip ice	instrument	walk ice
develop	synonym	create
cold	at location	ocean
maple tree	structural-noun-compound	maple
human	kind of	mammal
78% nitrogen	structural-quantifier	78
battery	kind of	object
snowstorm	kind of	weather
kind of	synonym	example
buckinghamshire	instance of	county
earth surface	structural-noun-compound	earth
greater size	structural-noun	size
ground water	kind of	water
improve design	structural-patient	design
harm organism	result	organism die
little sunlight	structural-noun	sunlight
measure rainfall	instrument	distance
intensive properties	structural-noun	properties
cold food	has property	fresh
wisconsin	instance of	state
planet	has subcomponent	atmosphere
plant grow	structural-agent	plant
bees	derivational morphology	be
study moving habit	structural-verb	study
valid conclusion	structural-adjective	valid
herbivore	kind of	animal
color	has property	different
spinal cord	structural-noun-compound	spinal
highest daylight	structural-quantifier	highest
sun rise	structural-verb	rise
harm person	structural-verb	harm
alligator eat mouse	structural-patient	mouse
ringing	derivational morphology	ring
water boiling point	structural-noun-compound	point
produce	agent	plankton
blue	kind of	color
sturdy material	structural-noun	material
predator	has subcomponent	claw
heat energy	structural-noun-compound	energy
compress decomposing algae	agent	soil
bring	patient	oxygen
colima	structural-noun-compound	colima
catch insect	instrument	tongue
similar characteristics	structural-noun	characteristics
different color	structural-adjective	different
different season	structural-adjective	different
discard waste	result	environmental harm
belong to class	synonym	be kind of
air	has property	air pressure
material	has property	magnetic
arctic	kind of	environment
gather	agent	animal
maryland	kind of	region
investigate	patient	life cycle
cut down tree	result	deforested area
many	instance of	amount
sri lanka	structural-noun-compound	lanka
weather	has property	humidity
animal instinct	structural-noun-compound	instinct
fly	patient	kite
wyoming	at location	united states of america
water	kind of	resource
natural structure	structural-noun	structure
increase mpg	structural-patient	mpg
1 year	structural-noun	year
high quality soil	structural-adjective	quality
british virgin islands (uk)	at location	northern hemisphere
inner mongolia autonomous region	instance of	autonomous region
absorb	kind of	transfer
energy	has property	sound
small animal shelter	instrument	rock
animal species	structural-noun-compound	species
hunt food	instrument	camouflage
many energy	structural-quantifier	many
seconds	derivational morphology	second
scavenger	derivational morphology	scavenge
reflect	agent	wave
tide cycle	kind of	process
egg	kind of	food
horizontal axis	structural-adjective	horizontal
change physical property	structural-patient	physical property
sting	instrument	stinger
buckinghamshire	structural-noun-compound	buckinghamshire
cure	patient	disease
oregon	structural-noun-compound	oregon
photosynthesis	derivational morphology	photosynthesize
month	has subcomponent	drought
transport	patient	nutrient
somalia	at location	southern hemisphere
san luis potosí	at location	mexico
drier	derivational morphology	dry
camera	kind of	tool
drop object	result	hit
vatican city	structural-noun-compound	vatican
air condition	structural-noun-compound	condition
destroy plant	structural-patient	plant
oxygenated blood	structural-noun	blood
sun	kind of	star
measure time	structural-patient	time
insulator	derivational morphology	insulate
native living thing	structural-noun	living thing
push bike pedal	result	bike move
flower attract pollinator	structural-patient	pollinator
absorb sunlight	instrument	leaf
transport	patient	sand
moon orbit	structural-agent	moon
organism grow	structural-agent	organism
feel heat	structural-patient	heat
classification	derivational morphology	classify
flashlight	causes	light energy
half of earth	synonym	hemisphere of earth
waste	causes	environmental harm
electrical signals	has subcomponent	electrical energy
dryer	derivational morphology	dry
roughness	derivational morphology	rough
carbon dioxide	instance of	waste
russia	at location	northern hemisphere
reproducing	derivational morphology	reproduce
northern winter	structural-adjective	northern
car	has subcomponent	passenger
e l	structural-noun	l
higher temperature	structural-adjective	higher
measure	kind of	observe
liaoning	at location	people's republic of china
-219c	kind of	celcius
1 year	synonym	365 day
water	causes	humidity
iron nails	structural-noun	iron
warm climate	structural-noun	climate
invent refrigerator	structural-verb	invent
new mexico	structural-noun-compound	mexico
fertile soil	structural-adjective	fertile
intense sound energy	structural-adjective	intense
christmas island (australia)	at location	southern hemisphere
