subj	rel	obj
squirrel	kind of	herbivore
winter solstice	has property	lowest daylight
break rock	agent	root
substance	has property	acidity
catch fish	agent	human
temperature	kind of	intensive property
coal mine	has subcomponent	coal
months	derivational morphology	months
quality	has property	human
direct	patient	boat
iguana	kind of	lizard
move	kind of	adaptation
internal organs	derivational morphology	internal organ
electrical insulator	has negative impact on	electricity
push	result	move
water	has property	renewable
electric car	kind of	invention
eat	patient	producer
examine vehicle	synonym	vehicle inspection
once per	synonym	every
plasma	has subcomponent	electron
negatively-charged	instance of	charge
see specimen	instrument	microscope
pedal	agent	human
nature	has subcomponent	natural resource
pond	kind of	environment
something	has property	half
look bright object	has negative impact on	eye
tire move	at location	road
pollution	causes	high temperature
magnetism	at location	air
surrounding	synonym	environment
femtometers	synonym	fm
distance	kind of	unit
force	has property	equal
dandelion	kind of	flower
eat	patient	prey
tree	kind of	resource
source	has subcomponent	raw material
animal survive	instrument	oxygen
system	has property	body
food	has positive impact on	health
poison	has negative impact on	organism
spot	synonym	location
life	derivational morphology	live
seal	kind of	animal
pull	instrument	mechanical energy
substance	has property	charge
erode soil	instrument	animal
plant	has subcomponent	material
temperature	has property	greater
cook	instrument	pan
fish	has subcomponent	scale
soil	has property	different
wood	has property	renewable
object	has property	malleable
whole	has subcomponent	piece
pembrokeshire	instance of	county
7 day	instance of	duration
shake	similar to	shift
iran	at location	northern hemisphere
survive	result	population increase
size	has property	extensive
test water	at location	lab
buckinghamshire	at location	england
212f	kind of	fahrenheit
shelter	agent	animal
midlothian	instance of	county
study	kind of	investigate
sense	instrument	eye
absorb heat	result	evaporate
tidal energy	kind of	alternative energy resource
rub material	result	powder
perform	patient	job
protect cell	instrument	cell wall
breathe	result	oxygenated blood
discover	patient	shape
sun	causes	radiation
heal	patient	bone
compare	instrument	observe
northwest territories	instance of	territory
build	instrument	cut down tree
plant grow	has subcomponent	seed sprout
wash away	agent	water
harm	patient	person
earth	has subcomponent	rock
generate	agent	source
rabbit	has subcomponent	long ear
drought	kind of	slow environmental change
animal	kind of	organism
avoid	patient	predator
population	similar to	number
fish	kind of	scaled animal
saskatchewan	instance of	province
filament glow	result	heat
waving	derivational morphology	wave
human eat seed	has positive impact on	human
meadow	kind of	environment
dumbartonshire	at location	scotland
positively-charged	instance of	charge
investigate	instrument	experiment
montgomeryshire	at location	wales
apart	instrument	space
navigate	instrument	direct boat
lake	has property	bowl-shaped
break down food	result	nutrient
object	has property	property
attract pollinator	instrument	flower
eagle eat lizard	has positive impact on	eagle
prey	has property	same
discharge	has property	electrical
united states	at location	northern hemisphere
magnet	has property	electric
digestive system	has subcomponent	esophagus
tracks	derivational morphology	track
absorb	similar to	obtain
body	has subcomponent	heat
feet	synonym	ft
valley quail	kind of	quail
italy	at location	northern hemisphere
environment	has property	natural
usual	synonym	frequent
touch	result	expose
cause	instrument	requirement
spoon	has subcomponent	metal
turtle	has subcomponent	shell
yukon	at location	canada
use	patient	alternative fuel
2 kg	instance of	weight
state of matter	synonym	physical state
levers	derivational morphology	lever
barite	has property	magnetic
both	synonym	two
drier	synonym	less wetness
farm	result	change environment
assemble	patient	kit
pant	result	cool
sediment	similar to	soil
material	at location	source
animal	causes	echo
object	has property	moving
barbados	at location	northern hemisphere
metamorphosis	has subcomponent	pupa stage
instinctive behaviour	synonym	instinct
landfill	has negative impact on	environment
lay	patient	egg
ocean	at location	earth
magnet attract	patient	magnetic
person	has property	sick
bounce back	synonym	reflect
adaptation	derivational morphology	adapt
vertebrate animal	kind of	animal
float	kind of	adaptation
exercising	derivational morphology	exercise
feet	kind of	distance
idaho	instance of	state
string	kind of	object
make sound	instrument	guitar string
hearing	kind of	sense
location	has property	new
glacier melt	has negative impact on	glacial environment
skidding	derivational morphology	skid
hawk eat snake	has positive impact on	hawk
light refract	result	light split
far	instance of	distance
grow	result	increase size
star	has subcomponent	gas
essex	instance of	county
bring	patient	substance
decrease	patient	melting point
chromferide	has property	magnetic
day	kind of	duration
view	synonym	see
bolivia	at location	southern hemisphere
property	has property	chemical
decrease	patient	negative thing
friction	causes	less speed
product	has property	waste
drop	agent	temperature
north dakota	instance of	state
feeling	derivational morphology	feel
keep warm	instrument	greenhouse
what number	synonym	quantity
asteroid impact	patient	planet
erode	result	harm
detect	patient	texture
cambridgeshire	instance of	county
tree	has subcomponent	tree trunk
millimeters	derivational morphology	millimeters
bird	at location	forest
singapore	at location	northern hemisphere
front	has property	warm
gather	patient	seed
contains	derivational morphology	contain
refract	instrument	prism
pile	kind of	motion
expand	result	volume
mouse	kind of	animal
renfrewshire	at location	scotland
receive	patient	rain
organism	has property	population
store water	kind of	adaptation
object	has property	translucent
weathering	derivational morphology	weather
make	patient	sound
volcano erupt	result	lava
continental shelf	has subcomponent	sediment
increase temperature	result	evaporate
tadpole	kind of	baby frog
flower	has property	good smell
dig	instrument	tool
store water	agent	cactus
knowledge	derivational morphology	know
effect	has property	helpful
oil	kind of	substance
room	has subcomponent	wall
manitoba	instance of	province
earth	has subcomponent	rocky terrain
raise	kind of	motion
sleeping	derivational morphology	sleep
chongqing municipality	synonym	chongqing
evaporate	result	gas
republic of the congo	at location	equator
pull plow	kind of	chore
make	synonym	form
volume	kind of	unit
live birth	at location	mother
digest	result	nutrient
pecan tree	kind of	tree
catch fish	result	food
hunt	patient	prey
living entity	has property	survival
loud	synonym	high sound energy
grow	agent	animal
fall	agent	tree
rain	kind of	stormy weather
push	patient	flexible container
harm environment	result	harm organism
touch	patient	hot object
change	agent	earth's surface
shell	kind of	fossil
food	has positive impact on	baby
scar	kind of	acquired characteristic
rhode island	at location	united states of america
calculate	patient	speed
power	agent	electricity
linlithgowshire	at location	scotland
tail	has property	long
cool	instance of	heat energy
support	agent	habitat
planet rotate	result	day
windshield wiper	kind of	tool
sell	patient	meat
melt	agent	glacier ice
yucatán	instance of	state
eat poison	causes	sickness
noise	synonym	sound
sunny	synonym	clear
shelter	kind of	structure
clear	kind of	remove
object	has property	neutral
querétaro	instance of	state
rattle	kind of	vibration
hour	kind of	duration
food web	has subcomponent	producer
falling	derivational morphology	fall
sterling silver	kind of	metal
absorb	agent	water
experiment	instrument	measure
dry	has negative impact on	water
give	kind of	provide
daylight period	synonym	daylight amount
metamorphose	agent	moth
spoon	kind of	object
insect	has property	young
decimeters	kind of	distance
egg	kind of	object
sunlight	kind of	heat
tennessee	instance of	state
color	has property	intensive
fast	synonym	quickly
can	patient	float
push	agent	squid
produce light	instrument	laser
bring substance	goal	body
leaf	has property	green
touch	kind of	sense
purpose	synonym	role
material	has property	melting point
berkshire	at location	england
carnivore eat animal	has negative impact on	animal
happen	synonym	occur
burn	patient	oil
resource decrease	result	conserve resource
erode	result	canyon
positive impact	kind of	impact
washington state	at location	united states of america
function	synonym	job
protect	instrument	hair
break down	patient	sugar
zinc	has positive impact on	wound heal
conserve	patient	energy
butterfly	has property	butterfly lifespan
delaware	instance of	state
power electrical device	instrument	battery
beverage	kind of	liquid
weather	at location	outdoor
body	has subcomponent	strength
south korea	at location	northern hemisphere
location	has property	latitude
paper	has property	recyclable
body	has subcomponent	hand
tajikistan	at location	northern hemisphere
sturdy material	has positive impact on	furniture
saba (netherlands)	at location	northern hemisphere
navigate	patient	boat
replace	patient	animal habitat
moon	has subcomponent	mass
day	has subcomponent	sun set
young bird	has subcomponent	down
arkansas	at location	united states of america
climate	kind of	measure
state	has property	new
